entrezgene	mygene_symbol	chembl_drugid	drug_name	interaction_score	approved
9183	ZW10	CHEMBL1095515	SCLEROTIORIN	0.020117882	FALSE
4104	MAGEA5P	CHEMBL589924	CHEMBL:CHEMBL589924	0.072524408	FALSE
6307	MSMO1	CHEMBL3545196	PD-0166285	0.007111006	FALSE
9824	ARHGAP11A	CHEMBL583824	CHEMBL:CHEMBL583824	0.1988926940746003	FALSE
587	BCAT2	CHEMBL124006	CHEMBL:CHEMBL124006	0.021988137	FALSE
5382	PMS2P4	CHEMBL1520837	CHEMBL:CHEMBL1520837	0.032095154	FALSE
7105	TSPAN6	CHEMBL405914	CHEMBL:CHEMBL405914	0.1981421556063943	FALSE
434	ASIP	CHEMBL238624	CHEMBL:CHEMBL238624	0.1268301237577161	FALSE
4800	NFYA	CHEMBL225513	CHEMBL:CHEMBL225513	0.015892152	FALSE
6769	STAC	CHEMBL1902074	CHEMBL:CHEMBL1902074	0.03821519	FALSE
6893	TAPVR1	CHEMBL1390716	CHEMBL:CHEMBL1390716	0.019844169	FALSE
6893	TAPVR1	CHEMBL578890	CHEMBL:CHEMBL578890	0.039688338	FALSE
4830	NME1	CHEMBL146855	(S)-MEXILETINE	0.276356164	FALSE
402	ARL2	CHEMBL253570	GOSSYPETIN	0.011799477	FALSE
7291	TWIST1	CHEMBL1900522	FLUSILAZOLE	0.3804903712731485	FALSE
646581	IFNWP2	CHEMBL600336	CHEMBL:CHEMBL600336	0.056826484	FALSE
8031	NCOA4	CHEMBL3545196	PD-0166285	0.013832369	FALSE
219285	SAMD9L	CHEMBL458765	CHEMBL:CHEMBL458765	0.6035364509849942	FALSE
1133	CHRM5	CHEMBL3545196	PD-0166285	0.019799273	FALSE
9652	SKIC3	CHEMBL601167	CHEMBL:CHEMBL601167	1.312691780892362	FALSE
1551	CYP3A7	CHEMBL1989853	CHEMBL:CHEMBL1989853	0.034912015	FALSE
6251	RSU1	CHEMBL589920	CHEMBL:CHEMBL589920	0.1495945049449985	FALSE
348	APOE	CHEMBL329673	CHEMBL:CHEMBL329673	0.079557078	FALSE
6893	TAPVR1	CHEMBL67535	CHEMBL:CHEMBL67535	0.00626658	FALSE
26227	PHGDH	CHEMBL1242745	PLADIENOLIDE B	52.50767123569449	FALSE
9077	DIRAS3	CHEMBL172439	SLAZINIC ACID	0.013890918	FALSE
4800	NFYA	CHEMBL122701	CHEMBL:CHEMBL122701	0.01816246	FALSE
4800	NFYA	CHEMBL530115	GUTHION	0.010594768	FALSE
729359	PLIN4	CHEMBL1096435	RO-281675	3.500511415712966	FALSE
1551	CYP3A7	CHEMBL533602	CHEMBL:CHEMBL533602	0.023274677	FALSE
5382	PMS2P4	CHEMBL505670	CHEMBL:CHEMBL505670	0.003668018	FALSE
2456	FRA13D	CHEMBL1725279	SP-600125	0.1179947668217854	FALSE
1974	EIF4A2	CHEMBL487194	AILANTHINONE	7.501095891	FALSE
8517	IKBKG	CHEMBL269733	DEPHOSTATIN	0.009954061	FALSE
663	BNIP2	CHEMBL1099168	CHEMBL:CHEMBL1099168	5.000730593875666	FALSE
22978	NT5C2	CHEMBL1284	3,4-DIHYDROXYPHENYLACETIC ACID	0.023813003	FALSE
2071	ERCC3	CHEMBL485053	LEUCETTAMINE B	5.000730593875666	FALSE
2433	FRA10C	CHEMBL3545196	PD-0166285	0.018359326	FALSE
4201	MEA1	CHEMBL77098	3-HYDROXY-3',4'-DIMETHOXYFLAVONE	0.1378154100674396	FALSE
9955	HS3ST3A1	CHEMBL413552	QUERCETAGETIN	0.6604738520213144	FALSE
8517	IKBKG	CHEMBL575867	4-CHLOROMERCURIBENZOIC ACID	0.008887554	FALSE
402	ARL2	CHEMBL530115	GUTHION	0.009832897	FALSE
7105	TSPAN6	CHEMBL589715	CHEMBL:CHEMBL589715	0.2476776945079929	FALSE
7105	TSPAN6	CHEMBL1486366	CHEMBL:CHEMBL1486366	0.1100789753368857	FALSE
7105	TSPAN6	CHEMBL515516	ARTEANNUIN B	0.4953553890159858	FALSE
8517	IKBKG	CHEMBL1453126	CHEMBL:CHEMBL1453126	0.020737627	FALSE
4848	CNOT2	CHEMBL1520346	CHEMBL:CHEMBL1520346	1.166837138570989	FALSE
268	AMH	CHEMBL382194	CHEMBL:CHEMBL382194	5.527123287967842	FALSE
433	ASGR2	CHEMBL509256	GERALDOL	0.1535312024435511	FALSE
3020	H3-3A	CHEMBL1256191	CHEMBL:CHEMBL1256191	0.034184682	FALSE
2623	GATA1	CHEMBL472656	CHEMBL:CHEMBL472656	0.030386384	FALSE
2160	F11	CHEMBL1097456	N-[6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-2,2-DIMETHYL-3,4-DIHYDRO-2H-PYRANO[2,3-B]PYRIDINE-4-YL]-4,4,4-TRIFLUORO-3-HYDROXYBUTANAMIDE (DIASTEREOMERIC MIX)	1.009762908	FALSE
4324	MMP15	CHEMBL532412	CHEMBL:CHEMBL532412	0.1591141552596802	FALSE
9948	WDR1	CHEMBL165064	ISOKAEMPFERIDE	0.027433475	FALSE
5382	PMS2P4	CHEMBL469036	ENNIATIN B	0.032095154	FALSE
6769	STAC	CHEMBL243664	ACACETIN	0.015286076	FALSE
11117	EMILIN1	CHEMBL398765	CHEMBL:CHEMBL398765	0.099446347	FALSE
7782	SLC30A4	CHEMBL510279	DIHYDROXANTHOHUMOL	0.00899412	FALSE
6893	TAPVR1	CHEMBL468167	CHLOROTHALONIL	0.009922085	FALSE
6251	RSU1	CHEMBL1623028	CHEMBL:CHEMBL1623028	0.1495945049449985	FALSE
2452	FRA12E	CHEMBL52387	(RS)-ROSCOVITINE	0.1835932560688619	FALSE
9804	TOMM20	CHEMBL535307	CHEMBL:CHEMBL535307	0.150021918	FALSE
2637	GBX2	CHEMBL588859	CHEMBL:CHEMBL588859	0.014683353	FALSE
6893	TAPVR1	CHEMBL172439	SLAZINIC ACID	0.005669763	FALSE
336	APOA2	CHEMBL1390716	CHEMBL:CHEMBL1390716	0.1483267549030917	FALSE
2159	F10	CHEMBL2022567	AMAUROMINE	1.750255707856483	FALSE
7782	SLC30A4	CHEMBL1079421	PHENMEDIPHAM	0.01573971	FALSE
1551	CYP3A7	CHEMBL123	ELLIPTECINE	0.008728004	FALSE
644	BLVRA	CHEMBL2269059	BENOXACOR	0.029235897	FALSE
9605	VPS9D1	CHEMBL2171117	CHEMBL:CHEMBL2171117	0.9546849315580818	FALSE
4851	NOTCH1	CHEMBL1398631	LAURYL ISOQUINOLINIUM	0.173866461	FALSE
402	ARL2	CHEMBL156075	CHEMBL:CHEMBL156075	0.1179947668217853	FALSE
4104	MAGEA5P	CHEMBL1451216	CHEMBL:CHEMBL1451216	0.017064567	FALSE
6893	TAPVR1	CHEMBL47986	ERBSTATIN	0.008504644	FALSE
2623	GATA1	CHEMBL552439	CHEMBL:CHEMBL552439	0.040515178	FALSE
9792	SERTAD2	CHEMBL602561	CHEMBL:CHEMBL602561	0.040515178	FALSE
5291	PIK3CB	CHEMBL604664	CHEMBL:CHEMBL604664	2.625383561784724	FALSE
9183	ZW10	CHEMBL280998	CATECHOL	0.009144492	FALSE
6769	STAC	CHEMBL468167	CHLOROTHALONIL	0.019107595	FALSE
963	CD53	CHEMBL585502	CHEMBL:CHEMBL585502	0.013957382	FALSE
10000	AKT3	CHEMBL60718	TPCK	0.028598949	FALSE
6769	STAC	CHEMBL582722	CHEMBL:CHEMBL582722	0.03821519	FALSE
6251	RSU1	CHEMBL600030	CHEMBL:CHEMBL600030	0.1495945049449985	FALSE
9183	ZW10	CHEMBL77030	TYRPHOSTIN 47	0.012573676	FALSE
4104	MAGEA5P	CHEMBL578741	CHEMBL:CHEMBL578741	0.013814173	FALSE
9232	PTTG1	CHEMBL1243178	LACTOFEN	0.3977853881492007	FALSE
6867	TACC1	CHEMBL535331	CHEMBL:CHEMBL535331	0.182318303	FALSE
644	BLVRA	CHEMBL201761	SALINAZID	0.014617949	FALSE
6251	RSU1	CHEMBL584829	CHEMBL:CHEMBL584829	0.1495945049449985	FALSE
6893	TAPVR1	CHEMBL9470	SHIKONIN	0.011906501	FALSE
2021	ENDOG	CHEMBL463065	DESACETYLBUFOTALIN	26.25383561784724	FALSE
5154	PDGFA	CHEMBL192627	CHLORANIL	0.014114965	FALSE
22978	NT5C2	CHEMBL1363249	CHEMBL:CHEMBL1363249	0.019844169	FALSE
7782	SLC30A4	CHEMBL1886718	FLUFENACET	0.031479419	FALSE
10262	SF3B4	CHEMBL3545196	PD-0166285	0.048083948	FALSE
9183	ZW10	CHEMBL343002	CHEMBL:CHEMBL343002	0.028739831	FALSE
587	BCAT2	CHEMBL578741	CHEMBL:CHEMBL578741	0.01256465	FALSE
6893	TAPVR1	CHEMBL510279	DIHYDROXANTHOHUMOL	0.017009288	FALSE
795	S100G	CHEMBL1519374	CHEMBL:CHEMBL1519374	0.044955198	FALSE
4800	NFYA	CHEMBL531269	CHEMBL:CHEMBL531269	0.042379073	FALSE
2637	GBX2	CHEMBL85728	4,4'-METHYLENEDIANILINE	0.058733413	FALSE
4800	NFYA	CHEMBL21396	SKIMMIANINE	0.025427444	FALSE
6893	TAPVR1	CHEMBL601618	CHEMBL:CHEMBL601618	0.029766254	FALSE
6873	TAF2	CHEMBL92129	CRYPTOLEPINE HYDROCHLORIDE	1.193356164447602	FALSE
2596	GAP43	CHEMBL74656	REL-CISAPRIDE	0.029515273	FALSE
9611	NCOR1	CHEMBL3545196	PD-0166285	0.037398626	FALSE
644	BLVRA	CHEMBL575867	4-CHLOROMERCURIBENZOIC ACID	0.002088278	FALSE
2625	GATA3	CHEMBL123904	CHEMBL:CHEMBL123904	0.017709164	FALSE
4324	MMP15	CHEMBL1224483	CHEMBL:CHEMBL1224483	0.1591141552596802	FALSE
79659	DYNC2H1	CHEMBL243664	ACACETIN	0.1750255707856483	FALSE
4141	MARS1	CHEMBL580421	CHEMBL:CHEMBL580421	0.1223955040459079	FALSE
5382	PMS2P4	CHEMBL428064	CHEMBL:CHEMBL428064	0.012838061	FALSE
389652	ASNSP1	CHEMBL89445	TERPYRIDINE	0.1930429089547591	FALSE
6871	TADA2A	CHEMBL530115	GUTHION	0.025003653	FALSE
1389	CREBL2	CHEMBL172439	SLAZINIC ACID	0.078136416	FALSE
402	ARL2	CHEMBL280998	CATECHOL	0.005363398	FALSE
8517	IKBKG	CHEMBL494668	CHEMBL:CHEMBL494668	0.041475254	FALSE
9187	SLC24A1	CHEMBL486231	GS-461203	35.00511415712966	FALSE
4065	LY75	CHEMBL123	ELLIPTECINE	0.022789788	FALSE
9077	DIRAS3	CHEMBL575867	4-CHLOROMERCURIBENZOIC ACID	0.010418189	FALSE
9824	ARHGAP11A	CHEMBL1367933	CHEMBL:CHEMBL1367933	0.07458476	FALSE
2596	GAP43	CHEMBL606167	CHEMBL:CHEMBL606167	0.011068227	FALSE
9181	ARHGEF2	CHEMBL463563	ISOTHYMONIN	0.030527716	FALSE
402	ARL2	CHEMBL579028	CHEMBL:CHEMBL579028	0.058997383	FALSE
2637	GBX2	CHEMBL554190	QUINACRINE DIHYDROCHLORIDE	0.004894451	FALSE
5154	PDGFA	CHEMBL77030	TYRPHOSTIN 47	0.01323278	FALSE
9182	RASSF9	CHEMBL1256484	CHEMBL:CHEMBL1256484	0.061628722	FALSE
10555	AGPAT2	CHEMBL17201	CHEMBL:CHEMBL17201	0.030368809	FALSE
30829	IBD3	CHEMBL1935538	CHEMBL:CHEMBL1935538	0.075333818	FALSE
6251	RSU1	CHEMBL591641	CHEMBL:CHEMBL591641	0.1495945049449985	FALSE
4800	NFYA	CHEMBL77030	TYRPHOSTIN 47	0.007946076	FALSE
3309	HSPA5	CHEMBL310871	CHEMBL:CHEMBL310871	4.565884455277782	FALSE
2637	GBX2	CHEMBL16312	4'-METHOXYFLAVONE	0.007341677	FALSE
7782	SLC30A4	CHEMBL601970	CHEMBL:CHEMBL601970	0.020986279	FALSE
2637	GBX2	CHEMBL67535	CHEMBL:CHEMBL67535	0.003091232	FALSE
22978	NT5C2	CHEMBL1585652	CHEMBL:CHEMBL1585652	0.039688338	FALSE
389	RHOC	CHEMBL1682201	CHEMBL:CHEMBL1682201	7.001022831425932	FALSE
2596	GAP43	CHEMBL123	ELLIPTECINE	0.002767057	FALSE
3467	IFNW1	CHEMBL1517425	ACETOCHLOR	0.04907259	FALSE
9967	THRAP3	CHEMBL1725279	SP-600125	0.007283628	FALSE
9824	ARHGAP11A	CHEMBL124006	CHEMBL:CHEMBL124006	0.049723174	FALSE
9183	ZW10	CHEMBL1173380	ERUCIC ACID	0.100589408	FALSE
2621	GAS6	CHEMBL1327256	CAPENSIN	0.036162308	FALSE
5154	PDGFA	CHEMBL155265	DNQX	0.042344896	FALSE
402	ARL2	CHEMBL89295	SODIUM AZIDE	0.1179947668217853	FALSE
26523	AGO1	CHEMBL1519374	CHEMBL:CHEMBL1519374	0.039068208	FALSE
2068	ERCC2	CHEMBL485053	LEUCETTAMINE B	3.000438356325399	FALSE
2625	GATA3	CHEMBL1256180	5-(N-METHYL-N-ISOBUTYL)AMILORIDE	0.022136455	FALSE
7782	SLC30A4	CHEMBL1888079	DACTHAL	0.062958838	FALSE
3767	KCNJ11	CHEMBL1725279	SP-600125	0.007023498	FALSE
4201	MEA1	CHEMBL1386	TRANSPLATIN	0.059063747	FALSE
963	CD53	CHEMBL1519374	CHEMBL:CHEMBL1519374	0.0095957	FALSE
9804	TOMM20	CHEMBL596633	CHEMBL:CHEMBL596633	0.068191781	FALSE
587	BCAT2	CHEMBL1255865	IOFETAMINE HYDROCHLORIDE	0.1319288222002374	FALSE
4201	MEA1	CHEMBL33864	LIPOIC ACID, ALPHA	0.027563082	FALSE
1499	CTNNB1	CHEMBL580421	CHEMBL:CHEMBL580421	0.1835932560688619	FALSE
40	ASIC2	CHEMBL2387036	DIHYDRO-12-HYDROXY-2,2-DIMETHYL-2H,6H-PYRANO[3,2-B]XANTHEN-6-ONE	0.2243917574174978	FALSE
2637	GBX2	CHEMBL184450	CHEMBL:CHEMBL184450	0.004195244	FALSE
4104	MAGEA5P	CHEMBL19954	CHEMBL:CHEMBL19954	0.016116535	FALSE
963	CD53	CHEMBL505670	CHEMBL:CHEMBL505670	0.004386606	FALSE
6893	TAPVR1	CHEMBL269733	DEPHOSTATIN	0.004762601	FALSE
713	C1QB	CHEMBL578741	CHEMBL:CHEMBL578741	0.1041818873724097	FALSE
9182	RASSF9	CHEMBL468167	CHLOROTHALONIL	0.020542907	FALSE
1602	DACH1	CHEMBL89445	TERPYRIDINE	1.458546423213736	FALSE
7782	SLC30A4	CHEMBL261663	TETRANITROMETHANE	0.031479419	FALSE
22978	NT5C2	CHEMBL514057	GERONTOXANTHONE H	0.019844169	FALSE
53615	MBD3	CHEMBL1725279	SP-600125	0.053633985	FALSE
963	CD53	CHEMBL546170	CHEMBL:CHEMBL546170	0.021933029	FALSE
8517	IKBKG	CHEMBL585591	CHEMBL:CHEMBL585591	0.010368813	FALSE
3688	ITGB1	CHEMBL578061	CHEMBL:CHEMBL578061	0.019629036	FALSE
9399	STOML1	CHEMBL578061	CHEMBL:CHEMBL578061	0.065634589	FALSE
9967	THRAP3	CHEMBL546797	CHEMBL:CHEMBL546797	0.020257589	FALSE
9182	RASSF9	CHEMBL1364172	CHEMBL:CHEMBL1364172	0.049302978	FALSE
1058	CENPA	CHEMBL500996	METHOCTRAMINE HYDROCHLORIDE	0.169927739	FALSE
26523	AGO1	CHEMBL535315	CHEMBL:CHEMBL535315	0.6250913242344582	FALSE
587	BCAT2	CHEMBL598477	CHEMBL:CHEMBL598477	0.052771529	FALSE
7782	SLC30A4	CHEMBL468759	PENTACHLORONITROBENZENE	0.031479419	FALSE
22978	NT5C2	CHEMBL1412489	CHEMBL:CHEMBL1412489	0.014883127	FALSE
6001	RGS10	CHEMBL1200598	DIETHYLSTILBESTROL DIPHOSPHATE	0.546954909	TRUE
2625	GATA3	CHEMBL133342	(S)-ROSCOVITINE	0.017709164	FALSE
26523	AGO1	CHEMBL500996	METHOCTRAMINE HYDROCHLORIDE	0.2083637747448194	FALSE
5154	PDGFA	CHEMBL1458880	CADMIUM DICHLORIDE	0.01924768	FALSE
9021	SOCS3	CHEMBL584458	CHEMBL:CHEMBL584458	0.1041818873724097	FALSE
6893	TAPVR1	CHEMBL1374504	DALBERGIONE, 4-METHOXY-4'-HYDROXY-	0.059532507	FALSE
22978	NT5C2	CHEMBL505209	CHEMBL:CHEMBL505209	0.029766254	FALSE
433	ASGR2	CHEMBL192627	CHLORANIL	0.020470827	FALSE
6251	RSU1	CHEMBL1623897	CHEMBL:CHEMBL1623897	0.1495945049449985	FALSE
4617	MYF5	CHEMBL546797	CHEMBL:CHEMBL546797	0.035670972	FALSE
4800	NFYA	CHEMBL1354502	KOPARIN	0.012713722	FALSE
7782	SLC30A4	CHEMBL582983	CHEMBL:CHEMBL582983	0.01573971	FALSE
11118	BTN3A2	CHEMBL260311	CHEMBL:CHEMBL260311	0.03729238	FALSE
4800	NFYA	CHEMBL399491	PYRROLIDINE DITHIOCARBAMATE	0.009779786	FALSE
2623	GATA1	CHEMBL80155	CHEMBL:CHEMBL80155	0.012154554	FALSE
2596	GAP43	CHEMBL1522900	MENTHOFURAN	0.04427291	FALSE
4800	NFYA	CHEMBL172064	E324	0.009779786	FALSE
22978	NT5C2	CHEMBL1412002	CHEMBL:CHEMBL1412002	0.029766254	FALSE
4800	NFYA	CHEMBL1449187	3,7-DIMETHOXYFLAVONE	0.063568609	FALSE
6769	STAC	CHEMBL591126	CHEMBL:CHEMBL591126	0.020844649	FALSE
6893	TAPVR1	CHEMBL584458	CHEMBL:CHEMBL584458	0.008504644	FALSE
4800	NFYA	CHEMBL282731	CICHORIC ACID	0.1271372184883644	FALSE
434	ASIP	CHEMBL43612	JUGLONE	0.038049037	FALSE
7782	SLC30A4	CHEMBL1287983	CHEMBL:CHEMBL1287983	0.00899412	FALSE
9792	SERTAD2	CHEMBL600090	CHEMBL:CHEMBL600090	0.182318303	FALSE
4324	MMP15	CHEMBL591126	CHEMBL:CHEMBL591126	0.028929846	FALSE
5154	PDGFA	CHEMBL412010	DERRUBONE	0.035287413	FALSE
3386	ICAM4	CHEMBL482967	CYC-116	0.030073122	FALSE
7105	TSPAN6	CHEMBL84010	CHEMBL:CHEMBL84010	0.066047385	FALSE
6611	SMS	CHEMBL237347	GW559768X	0.5250767123569451	FALSE
5382	PMS2P4	CHEMBL1256667	CHEMBL:CHEMBL1256667	0.064190307	FALSE
6769	STAC	CHEMBL461193	CHEMBL:CHEMBL461193	0.03821519	FALSE
9235	IL32	CHEMBL1405447	VITAMIN K3H2	0.1973972602845657	FALSE
4324	MMP15	CHEMBL603130	CHEMBL:CHEMBL603130	0.3182283105193605	FALSE
7782	SLC30A4	CHEMBL530682	CHEMBL:CHEMBL530682	0.020986279	FALSE
644	BLVRA	CHEMBL90017	ALPHA-TERTHIENYL	0.014617949	FALSE
1675	CFD	CHEMBL1743020	FORALUMAB	0.7001022831425933	FALSE
1504	CTRB1	CHEMBL494082	XANTHOANGELOL B	0.2333674277141978	FALSE
6547	SLC8A3	CHEMBL233611	CHEMBL:CHEMBL233611	3.387591692625451	FALSE
4585	MUC4	CHEMBL3707400	INDANTADOL	0.084553416	FALSE
6521	SLC4A1	CHEMBL586135	CHEMBL:CHEMBL586135	0.082171629	FALSE
3446	IFNA10	CHEMBL570408	1,4-DIMETHOXYANTHRAQUINONE	0.4039051633514962	FALSE
10555	AGPAT2	CHEMBL47986	ERBSTATIN	0.015184405	FALSE
22978	NT5C2	CHEMBL533226	CHEMBL:CHEMBL533226	0.009158847	FALSE
644	BLVRA	CHEMBL1458880	CADMIUM DICHLORIDE	0.005315618	FALSE
3091	HIF1A	CHEMBL482967	CYC-116	0.024605282	FALSE
2637	GBX2	CHEMBL1528531	PHOSALONE	0.014683353	FALSE
6893	TAPVR1	CHEMBL1503190	CHEMBL:CHEMBL1503190	0.029766254	FALSE
1508	CTSB	CHEMBL36654	ROEMERINE	0.6177373086552295	FALSE
7132	TNFRSF1A	CHEMBL451197	OXIDOPAMINE HYDROCHLORIDE	0.048260727	FALSE
433	ASGR2	CHEMBL1554531	4-METHOXYDALBERGIONE	0.034118045	FALSE
5253	PHF2	CHEMBL591876	CHEMBL:CHEMBL591876	0.090530468	FALSE
4851	NOTCH1	CHEMBL582030	CHEMBL:CHEMBL582030	0.1159109740302306	FALSE
2069	EREG	CHEMBL482967	CYC-116	0.022554842	FALSE
6893	TAPVR1	CHEMBL238188	OSAJIN	0.023813003	FALSE
2637	GBX2	CHEMBL556001	2- (2,6-DIMETHOXYPHENOXYETHYL)AMINOMETHYL-1,4-BENZODIOXANE HYDROCHLORIDE (WB 4101)	0.058733413	FALSE
7782	SLC30A4	CHEMBL1712057	OXYCARBOXIN	0.01573971	FALSE
7102	TSPAN7	CHEMBL1200511	GONADORELIN ACETATE	0.1988926940746003	FALSE
1950	EGF	CHEMBL5095221	AZD-6088	1.117184494376478	FALSE
9609	RAB36	CHEMBL3301581	ABALOPARATIDE	26.25383561784724	FALSE
6307	MSMO1	CHEMBL276780	DELPHINIDIN	0.3697723326457359	FALSE
6510	SLC1A5	CHEMBL3545089	IMD-0354	5.000730593875666	FALSE
4594	MMUT	CHEMBL375611	LY404039	3.750547945	FALSE
2411	FRA7D	CHEMBL3545237	HE3235	13.12691780892362	FALSE
7315	UBBP1	CHEMBL2109351	FBT-A05	0.9723642821424906	FALSE
2596	GAP43	CHEMBL4297812	PREP-001	0.1770916399180253	FALSE
3642	INSM1	CHEMBL1742424	CELIPROLOL HYDROCHLORIDE	13.12691780892362	FALSE
9030	ERDA1	CHEMBL463914	MANOALIDE	1.009762908	FALSE
963	CD53	CHEMBL527584	CHEMBL:CHEMBL527584	0.012794267	FALSE
26523	AGO1	CHEMBL533602	CHEMBL:CHEMBL533602	0.052090944	FALSE
6251	RSU1	CHEMBL1256737	METHIOTHEPIN MESYLATE	0.024932417	FALSE
5238	PGM3	CHEMBL67535	CHEMBL:CHEMBL67535	0.172722603	FALSE
5253	PHF2	CHEMBL1208858	CALMIDAZOLIUM CHLORIDE	0.018106094	FALSE
9182	RASSF9	CHEMBL578741	CHEMBL:CHEMBL578741	0.011738804	FALSE
4586	MUC5AC	CHEMBL2364609	ESKETAMINE HYDROCHLORIDE	0.096167896	FALSE
9182	RASSF9	CHEMBL413376	SURAMIN HEXASODIUM	0.020542907	FALSE
4104	MAGEA5P	CHEMBL533082	CHEMBL:CHEMBL533082	0.048349605	FALSE
5382	PMS2P4	CHEMBL548458	CHEMBL:CHEMBL548458	0.064190307	FALSE
10260	DENND4A	CHEMBL320361	CHEMBL:CHEMBL320361	0.1902451856365742	FALSE
427	ASAH1	CHEMBL4650298	PLB1003	0.4565884455277782	FALSE
5648	MASP1	CHEMBL2108713	IODINE I 124 GIRENTUXIMAB	3.750547945	FALSE
9826	ARHGEF11	CHEMBL579045	CHEMBL:CHEMBL579045	0.3500511415712966	FALSE
10273	STUB1	CHEMBL2109124	DORLIMOMAB ARITOX	0.1312691780892362	FALSE
2433	FRA10C	CHEMBL2035185	CT-1578	0.2386712328895204	FALSE
22978	NT5C2	CHEMBL269733	DEPHOSTATIN	0.004762601	FALSE
9182	RASSF9	CHEMBL505670	CHEMBL:CHEMBL505670	0.007043283	FALSE
6611	SMS	CHEMBL1725279	SP-600125	0.014749346	FALSE
402	ARL2	CHEMBL1489812	CHEMBL:CHEMBL1489812	0.023598953	FALSE
11117	EMILIN1	CHEMBL452954	CHEMBL:CHEMBL452954	0.079557078	FALSE
7782	SLC30A4	CHEMBL124006	CHEMBL:CHEMBL124006	0.00524657	FALSE
4800	NFYA	CHEMBL280998	CATECHOL	0.005778964	FALSE
9824	ARHGAP11A	CHEMBL547833	CHEMBL:CHEMBL547833	0.07458476	FALSE
4800	NFYA	CHEMBL404505	CHEMBL:CHEMBL404505	0.063568609	FALSE
5366	PMAIP1	CHEMBL2109124	DORLIMOMAB ARITOX	0.1312691780892362	FALSE
1436	CSF1R	CHEMBL570176	CHEMBL:CHEMBL570176	0.4817217544559128	FALSE
644	BLVRA	CHEMBL1378167	DEXAMETHASONE VALARATE	0.058471794	FALSE
6251	RSU1	CHEMBL590919	CHEMBL:CHEMBL590919	0.049864835	FALSE
6091	ROBO1	CHEMBL1201638	INSULIN SUSP PROTAMINE ZINC PURIFIED PORK	0.750109589	TRUE
4616	GADD45B	CHEMBL1969664	AZD-1080	0.1187956362798518	FALSE
22978	NT5C2	CHEMBL586031	CHEMBL:CHEMBL586031	0.009158847	FALSE
3594	IL12RB1	CHEMBL578883	CHEMBL:CHEMBL578883	1.944728564284981	FALSE
9824	ARHGAP11A	CHEMBL584452	CHEMBL:CHEMBL584452	0.1988926940746003	FALSE
10732	TCFL5	CHEMBL4297884	PEPINEMAB	8.751278539282415	FALSE
6886	TAL1	CHEMBL1725279	SP-600125	0.018436682	FALSE
433	ASGR2	CHEMBL575867	4-CHLOROMERCURIBENZOIC ACID	0.010966514	FALSE
587	BCAT2	CHEMBL1333189	PROPAZINE	0.1319288222002374	FALSE
402	ARL2	CHEMBL83154	2-AMINOANTHRACENE	0.029498692	FALSE
9792	SERTAD2	CHEMBL587449	CHEMBL:CHEMBL587449	0.1215455352678113	FALSE
5154	PDGFA	CHEMBL242171	CHEMBL:CHEMBL242171	0.021172448	FALSE
4236	MFAP1	CHEMBL600692	CHEMBL:CHEMBL600692	0.1666910197958555	FALSE
5154	PDGFA	CHEMBL220845	CHEMBL:CHEMBL220845	0.023524942	FALSE
22978	NT5C2	CHEMBL575867	4-CHLOROMERCURIBENZOIC ACID	0.004252322	FALSE
9948	WDR1	CHEMBL1376091	CHEMBL:CHEMBL1376091	0.3017682254924971	FALSE
143	PARP4	CHEMBL1200443	MERETHOXYLLINE PROCAINE	0.084689792	TRUE
6893	TAPVR1	CHEMBL536375	CHEMBL:CHEMBL536375	0.039688338	FALSE
4586	MUC5AC	CHEMBL3707400	INDANTADOL	0.074797252	FALSE
402	ARL2	CHEMBL1594640	CHEMBL:CHEMBL1594640	0.1179947668217853	FALSE
4081	MAB21L1	CHEMBL2103791	ADIPIPLON	0.033701971	FALSE
2631	NIPSNAP2	CHEMBL2074871	PHENETHYL ISOCYANATE	3.750547945	FALSE
4324	MMP15	CHEMBL510279	DIHYDROXANTHOHUMOL	0.045461187	FALSE
4088	SMAD3	CHEMBL2103791	ADIPIPLON	0.032134438	FALSE
3094	HINT1	CHEMBL1725279	SP-600125	0.053633985	FALSE
2623	GATA1	CHEMBL611494	SALAGEN	0.030386384	FALSE
4077	NBR1	CHEMBL2103791	ADIPIPLON	0.03070624	FALSE
10555	AGPAT2	CHEMBL549208	CHEMBL:CHEMBL549208	0.070860555	FALSE
4838	NODAL	CHEMBL3545142	OLOCROLIMUS	4.375639269641208	FALSE
2637	GBX2	CHEMBL123	ELLIPTECINE	0.001835419	FALSE
9183	ZW10	CHEMBL244948	DAPHNETIN	0.022353202	FALSE
7782	SLC30A4	CHEMBL462576	KEPONE	0.00524657	FALSE
441032	EEF1A1P9	CHEMBL3545007	RG-7602	1.381780822	FALSE
7782	SLC30A4	CHEMBL329673	CHEMBL:CHEMBL329673	0.005723531	FALSE
2621	GAS6	CHEMBL1078442	BERGAMOTTIN	0.018081154	FALSE
4236	MFAP1	CHEMBL65675	GALLIC ACID METHYL ESTER	0.1944728564284981	FALSE
8577	TMEFF1	CHEMBL590884	CYCLOPENTYL PALMITATE	21.00306849427779	FALSE
2621	GAS6	CHEMBL398673	(R)-FLECAINIDE	0.027121731	FALSE
8517	IKBKG	CHEMBL1451216	CHEMBL:CHEMBL1451216	0.014638325	FALSE
