gene_id	mondo_id	mondo_term
2100	MONDO:0004987	urinary bladder neoplasm
2100	MONDO:0004992	cancer
2100	MONDO:0004993	carcinoma
2100	MONDO:0021063	malignant colon neoplasm
2100	MONDO:0005233	non-small cell lung carcinoma
2100	MONDO:0006474	transitional cell carcinoma
2100	MONDO:0004995	cardiovascular disorder
2100	MONDO:0005292	colitis
2100	MONDO:0024331	colorectal carcinoma
2100	MONDO:0006032	cystitis
2100	MONDO:0005044	hypertensive disorder
2100	MONDO:0021124	female infertility
2100	MONDO:0005265	inflammatory bowel disease
2100	MONDO:0007959	medulloblastoma
2100	MONDO:0005070	neoplasm
2100	MONDO:0011122	obesity disorder
2100	MONDO:0005083	psoriasis
2100	MONDO:0006176	cribriform carcinoma
2100	MONDO:0003197	granular cell carcinoma
2100	MONDO:0005606	tubular adenocarcinoma
2100	MONDO:0006406	sarcomatoid carcinoma
2100	MONDO:0005617	undifferentiated carcinoma
2100	MONDO:0016693	subependymal giant cell astrocytoma
2100	MONDO:0006300	medullomyoblastoma with myogenic differentiation
2100	MONDO:0002797	childhood medulloblastoma
2100	MONDO:0002794	adult medulloblastoma
2100	MONDO:0003999	juvenile pilocytic astrocytoma
2100	MONDO:0016686	diffuse astrocytoma
2100	MONDO:0005193	prostate intraepithelial neoplasia
2100	MONDO:0016684	anaplastic astrocytoma
2100	MONDO:0016687	protoplasmic astrocytoma
2100	MONDO:0016689	gemistocytic astrocytoma
2100	MONDO:0016688	fibrillary astrocytoma
2100	MONDO:0016691	pilocytic astrocytoma
2100	MONDO:0004071	childhood cerebral astrocytoma
2100	MONDO:0008315	prostate cancer
2100	MONDO:0002447	endometrial carcinoma
2100	MONDO:0005159	prostate carcinoma
2100	MONDO:0004989	breast carcinoma
2100	MONDO:0005138	lung carcinoma
2100	MONDO:0002032	colon carcinoma
2100	MONDO:0005008	colorectal adenocarcinoma
2100	MONDO:0016711	desmoplastic/nodular medulloblastoma
2100	MONDO:0021068	ovarian neoplasm
2100	MONDO:0002796	melanotic medulloblastoma
2100	MONDO:0021100	breast neoplasm
2100	MONDO:0007958	familial medullary thyroid carcinoma
2100	MONDO:0008234	multiple endocrine neoplasia type 2A
2100	MONDO:0005010	coronary artery disorder
2100	MONDO:0013072	Emery-Dreifuss muscular dystrophy 5, autosomal dominant
2100	MONDO:0018054	familial atrial fibrillation
2100	MONDO:0005494	triple-negative breast carcinoma
2101	MONDO:0005066	metabolic disease
2101	MONDO:0005070	neoplasm
2101	MONDO:0004989	breast carcinoma
2101	MONDO:0021100	breast neoplasm
2103	MONDO:0004992	cancer
2103	MONDO:0005021	dilated cardiomyopathy
2103	MONDO:0004989	breast carcinoma
2103	MONDO:0005365	hearing loss disorder
2103	MONDO:0012060	autosomal recessive nonsyndromic hearing loss 35
2104	MONDO:0021699	alcohol-induced disorders
2104	MONDO:0004989	breast carcinoma
2104	MONDO:0007038	Achoo syndrome
2108	MONDO:0008383	rheumatoid arthritis
2108	MONDO:0021042	glioma
2108	MONDO:0004946	hypoglycemia
2108	MONDO:0005178	osteoarthritis
2108	MONDO:0008143	osteoarthritis susceptibility 1
2108	MONDO:0000129	glutaric aciduria
2108	MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency
2109	MONDO:0004946	hypoglycemia
2109	MONDO:0000129	glutaric aciduria
2109	MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency
2110	MONDO:0024331	colorectal carcinoma
2110	MONDO:0004946	hypoglycemia
2110	MONDO:0005066	metabolic disease
2110	MONDO:0011122	obesity disorder
2110	MONDO:0000129	glutaric aciduria
2110	MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency
2113	MONDO:0004979	asthma
2113	MONDO:0007179	autoimmune disease
2113	MONDO:0004992	cancer
2113	MONDO:0005130	celiac disease
2113	MONDO:0018646	sclerosing cholangitis
2113	MONDO:0005101	ulcerative colitis
2113	MONDO:0009960	inflammatory bowel disease 1
2113	MONDO:0024331	colorectal carcinoma
2113	MONDO:0005011	Crohn disease
2113	MONDO:0005148	type 2 diabetes mellitus
2113	MONDO:0005041	glaucoma
2113	MONDO:0005265	inflammatory bowel disease
2113	MONDO:0005059	leukemia
2113	MONDO:0021245	oral cavity neoplasm
2113	MONDO:0005301	multiple sclerosis
2113	MONDO:0005070	neoplasm
2113	MONDO:0005083	psoriasis
2113	MONDO:0008315	prostate cancer
2113	MONDO:0004989	breast carcinoma
2113	MONDO:0007838	Jacobsen syndrome
2113	MONDO:0021100	breast neoplasm
2114	MONDO:0008608	Down syndrome
2114	MONDO:0005070	neoplasm
2114	MONDO:0006525	allergic contact dermatitis
2114	MONDO:0004989	breast carcinoma
2114	MONDO:0021100	breast neoplasm
2115	MONDO:0004992	cancer
2115	MONDO:0024331	colorectal carcinoma
2115	MONDO:0005070	neoplasm
2115	MONDO:0011719	gastrointestinal stromal tumor
2115	MONDO:0008315	prostate cancer
2115	MONDO:0012817	Ewing sarcoma
2115	MONDO:0005159	prostate carcinoma
2117	MONDO:0008315	prostate cancer
2118	MONDO:0004992	cancer
2118	MONDO:0018874	acute myeloid leukemia
2118	MONDO:0005070	neoplasm
2118	MONDO:0008315	prostate cancer
2118	MONDO:0012817	Ewing sarcoma
2118	MONDO:0005159	prostate carcinoma
2118	MONDO:0004989	breast carcinoma
2118	MONDO:0021100	breast neoplasm
2119	MONDO:0005070	neoplasm
2119	MONDO:0011122	obesity disorder
2119	MONDO:0008315	prostate cancer
2120	MONDO:0007243	Burkitt lymphoma
2120	MONDO:0020511	precursor B-cell acute lymphoblastic leukemia
2120	MONDO:0004992	cancer
2120	MONDO:0021063	malignant colon neoplasm
2120	MONDO:0024331	colorectal carcinoma
2120	MONDO:0005164	fibrosarcoma
2120	MONDO:0005059	leukemia
2120	MONDO:0018874	acute myeloid leukemia
2120	MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive
2120	MONDO:0020311	chronic myelomonocytic leukemia
2120	MONDO:0005070	neoplasm
2120	MONDO:0002049	thrombocytopenia
2120	MONDO:0005075	thyroid gland papillary carcinoma
2120	MONDO:0000872	B-cell childhood acute lymphoblastic leukemia
2120	MONDO:0003208	breast secretory carcinoma
2120	MONDO:0004557	congenital fibrosarcoma
2120	MONDO:0044881	hematopoietic and lymphoid cell neoplasm
2120	MONDO:0003541	adult acute lymphoblastic leukemia
2120	MONDO:0005008	colorectal adenocarcinoma
2120	MONDO:0017043	congenital mesoblastic nephroma
2120	MONDO:0004355	childhood leukemia
2120	MONDO:0100083	hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1
2120	MONDO:0010812	macrocytosis, familial
2120	MONDO:0018881	myelodysplastic syndrome
2120	MONDO:0014536	thrombocytopenia 5
2121	MONDO:0009072	Dandy-Walker syndrome
2121	MONDO:0019287	ectodermal dysplasia syndrome
2121	MONDO:0009162	Ellis-van Creveld syndrome
2121	MONDO:0019759	epispadias
2121	MONDO:0006664	atrial septal defect
2121	MONDO:0005486	tooth agenesis
2121	MONDO:0003432	strabismus
2121	MONDO:0008673	acrofacial dysostosis, Weyers type
2121	MONDO:0005345	hypospadias
2121	MONDO:0013592	nonsyndromic congenital nail disorder 9
2121	MONDO:0003225	bone marrow disorder
2121	MONDO:0005308	ciliopathy
2122	MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-ABL1 positive
2122	MONDO:0004992	cancer
2122	MONDO:0021063	malignant colon neoplasm
2122	MONDO:0004995	cardiovascular disorder
2122	MONDO:0005401	colonic neoplasm
2122	MONDO:0005041	glaucoma
2122	MONDO:0005059	leukemia
2122	MONDO:0005402	lymphoid leukemia
2122	MONDO:0007896	acute monocytic leukemia
2122	MONDO:0004614	chronic monocytic leukemia
2122	MONDO:0018874	acute myeloid leukemia
2122	MONDO:0004643	myeloid leukemia
2122	MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive
2122	MONDO:0005375	nasopharyngeal neoplasm
2122	MONDO:0005070	neoplasm
2122	MONDO:0005441	otitis media
2122	MONDO:0001529	pancytopenia
2122	MONDO:0002049	thrombocytopenia
2122	MONDO:0021315	malignant tumor of nasopharynx
2122	MONDO:0005159	prostate carcinoma
2122	MONDO:0004989	breast carcinoma
2122	MONDO:0021068	ovarian neoplasm
2122	MONDO:0004355	childhood leukemia
2122	MONDO:0021100	breast neoplasm
2122	MONDO:0023122	familial prostate carcinoma
2122	MONDO:0015459	nasopharyngeal carcinoma
2122	MONDO:0018881	myelodysplastic syndrome
2122	MONDO:0014758	radioulnar synostosis with amegakaryocytic thrombocytopenia 2
2123	MONDO:0002447	endometrial carcinoma
2125	MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-ABL1 positive
2125	MONDO:0005059	leukemia
2125	MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive
2125	MONDO:0003541	adult acute lymphoblastic leukemia
2130	MONDO:0004976	amyotrophic lateral sclerosis
2130	MONDO:0004992	cancer
2130	MONDO:0005105	melanoma
2130	MONDO:0002380	myoepithelial tumor
2130	MONDO:0005070	neoplasm
2130	MONDO:0006058	Wilms tumor
2130	MONDO:0002926	clear cell sarcoma
2130	MONDO:0019971	melanoma of soft tissue
2130	MONDO:0005004	clear cell adenocarcinoma
2130	MONDO:0018270	extraskeletal Ewing sarcoma
2130	MONDO:0019373	desmoplastic small round cell tumor
2130	MONDO:0008315	prostate cancer
2130	MONDO:0012817	Ewing sarcoma
2130	MONDO:0018271	peripheral primitive neuroectodermal tumor
2130	MONDO:0016715	ependymoblastoma
2130	MONDO:0004209	cerebral primitive neuroectodermal tumor
2130	MONDO:0021068	ovarian neoplasm
2130	MONDO:0004567	ileus
2130	MONDO:0012809	histiocytoma, Angiomatoid fibrous
2130	MONDO:0012825	extraskeletal myxoid chondrosarcoma
2130	MONDO:0021038	Ewing sarcoma/peripheral primitive neuroectodermal tumor
2131	MONDO:0008977	chondrosarcoma
2131	MONDO:0005508	hereditary multiple osteochondromas
2131	MONDO:0007874	trichorhinophalangeal syndrome type II
2131	MONDO:0007885	Legg-Calve-Perthes disease
2131	MONDO:0005070	neoplasm
2131	MONDO:0005178	osteoarthritis
2131	MONDO:0008143	osteoarthritis susceptibility 1
2131	MONDO:0006007	vesicoureteral reflux
2131	MONDO:0002782	cranial nerve palsy
2131	MONDO:0002447	endometrial carcinoma
2131	MONDO:0002181	exostosis
2132	MONDO:0008977	chondrosarcoma
2132	MONDO:0005148	type 2 diabetes mellitus
2132	MONDO:0005508	hereditary multiple osteochondromas
2132	MONDO:0007186	gastroesophageal reflux disease
2132	MONDO:0005044	hypertensive disorder
2132	MONDO:0005070	neoplasm
2132	MONDO:0015356	hereditary neoplastic syndrome
2132	MONDO:0006058	Wilms tumor
2132	MONDO:0004843	pathologic nystagmus
2132	MONDO:0005178	osteoarthritis
2132	MONDO:0008143	osteoarthritis susceptibility 1
2132	MONDO:0003432	strabismus
2132	MONDO:0002782	cranial nerve palsy
2132	MONDO:0004989	breast carcinoma
2132	MONDO:0005008	colorectal adenocarcinoma
2132	MONDO:0002181	exostosis
2132	MONDO:0011022	Potocki-Shaffer syndrome
2132	MONDO:0007586	exostoses, multiple, type 2
2132	MONDO:0013592	nonsyndromic congenital nail disorder 9
2132	MONDO:0014731	seizures-scoliosis-macrocephaly syndrome
2137	MONDO:0018874	acute myeloid leukemia
2137	MONDO:0003783	lymphopenia
2137	MONDO:0044312	immunoskeletal dysplasia with neurodevelopmental abnormalities
2138	MONDO:0015265	bronchiolitis obliterans syndrome
2138	MONDO:0006530	cholesteatoma
2138	MONDO:0001835	facial paralysis
2138	MONDO:0005510	hydronephrosis
2138	MONDO:0004730	speech disorder
2138	MONDO:0006007	vesicoureteral reflux
2138	MONDO:0044001	hearing loss, mixed conductive-sensorineural
2138	MONDO:0007029	branchio-oto-renal syndrome
2138	MONDO:0011116	lung agenesis-heart defect-thumb anomalies syndrome
2138	MONDO:0020110	pulmonary agenesis
2138	MONDO:0007681	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors
2138	MONDO:0005365	hearing loss disorder
2138	MONDO:0001106	kidney failure
2138	MONDO:0008163	otofaciocervical syndrome
2138	MONDO:0011258	branchiootic syndrome 1
2138	MONDO:0012575	branchiootorenal syndrome 2
2138	MONDO:0015988	multicystic dysplastic kidney
2138	MONDO:0024532	otofaciocervical syndrome 1
2138	MONDO:0018878	branchiootic syndrome
2138	MONDO:0000158	developmental dysplasia of the hip
2139	MONDO:0005148	type 2 diabetes mellitus
2146	MONDO:0009692	primary myelofibrosis
2146	MONDO:0001187	urinary bladder cancer
2146	MONDO:0004987	urinary bladder neoplasm
2146	MONDO:0004992	cancer
2146	MONDO:0004993	carcinoma
2146	MONDO:0021063	malignant colon neoplasm
2146	MONDO:0005233	non-small cell lung carcinoma
2146	MONDO:0005096	squamous cell carcinoma
2146	MONDO:0024331	colorectal carcinoma
2146	MONDO:0015469	craniosynostosis
2146	MONDO:0016175	cutis laxa
2146	MONDO:0018177	glioblastoma
2146	MONDO:0021042	glioma
2146	MONDO:0001572	leiomyoma
2146	MONDO:0005059	leukemia
2146	MONDO:0018874	acute myeloid leukemia
2146	MONDO:0020311	chronic myelomonocytic leukemia
2146	MONDO:0005062	lymphoma
2146	MONDO:0018906	follicular lymphoma
2146	MONDO:0018908	non-Hodgkin lymphoma
2146	MONDO:0007959	medulloblastoma
2146	MONDO:0005105	melanoma
2146	MONDO:0009693	plasma cell myeloma
2146	MONDO:0005070	neoplasm
2146	MONDO:0003432	strabismus
2146	MONDO:0018905	diffuse large B-cell lymphoma
2146	MONDO:0008433	small cell lung carcinoma
2146	MONDO:0005012	cutaneous melanoma
2146	MONDO:0007963	melanoma, cutaneous malignant, susceptibility to, 1
2146	MONDO:0005061	lung adenocarcinoma
2146	MONDO:0005192	exocrine pancreatic carcinoma
2146	MONDO:0010193	Weaver syndrome
2146	MONDO:0002797	childhood medulloblastoma
2146	MONDO:0002794	adult medulloblastoma
2146	MONDO:0005580	esophageal squamous cell carcinoma
2146	MONDO:0005131	cervical carcinoma
2146	MONDO:0011908	juvenile myelomonocytic leukemia
2146	MONDO:0008315	prostate cancer
2146	MONDO:0008312	autosomal dominant prognathism
2146	MONDO:0002447	endometrial carcinoma
2146	MONDO:0005159	prostate carcinoma
2146	MONDO:0004989	breast carcinoma
2146	MONDO:0005138	lung carcinoma
2146	MONDO:0005438	metastatic malignant neoplasm in the lymph nodes
2146	MONDO:0002032	colon carcinoma
2146	MONDO:0005008	colorectal adenocarcinoma
2146	MONDO:0004950	gastric carcinoma
2146	MONDO:0004986	urinary bladder carcinoma
2146	MONDO:0021068	ovarian neoplasm
2146	MONDO:0003660	adult lymphoma
2146	MONDO:0004355	childhood leukemia
2146	MONDO:0003659	pediatric lymphoma
2146	MONDO:0002623	pediatric osteosarcoma
2146	MONDO:0021100	breast neoplasm
2146	MONDO:0024498	glioma susceptibility 1
2146	MONDO:0010929	craniosynostosis 4
2146	MONDO:0015459	nasopharyngeal carcinoma
2146	MONDO:0018881	myelodysplastic syndrome
2146	MONDO:0007399	TWIST1-related craniosynostosis
2146	MONDO:0005494	triple-negative breast carcinoma
2147	MONDO:0004975	Alzheimer disease
2147	MONDO:0008383	rheumatoid arthritis
2147	MONDO:0004652	bacterial pneumonia
2147	MONDO:0007191	Behcet disease
2147	MONDO:0004992	cancer
2147	MONDO:0004995	cardiovascular disorder
2147	MONDO:0002679	cerebral infarction
2147	MONDO:0001243	disseminated intravascular coagulation
2147	MONDO:0021042	glioma
2147	MONDO:0004431	hemarthrosis
2147	MONDO:0010602	hemophilia A
2147	MONDO:0005344	hepatitis B virus infection
2147	MONDO:0005231	hepatitis C virus infection
2147	MONDO:0005044	hypertensive disorder
2147	MONDO:0005155	cirrhosis of liver
2147	MONDO:0005068	myocardial infarction
2147	MONDO:0005070	neoplasm
2147	MONDO:0002331	nephrosis
2147	MONDO:0011122	obesity disorder
2147	MONDO:0025449	paratuberculosis
2147	MONDO:0005279	pulmonary embolism
2147	MONDO:0002692	intracranial sinus thrombosis
2147	MONDO:8000010	antiphospholipid syndrome
2147	MONDO:0017278	autoimmune polyendocrinopathy
2147	MONDO:0001339	portal vein thrombosis
2147	MONDO:0019431	primitive portal vein thrombosis
2147	MONDO:0019293	skin vascular disease
2147	MONDO:0002304	protein S deficiency
2147	MONDO:0013361	congenital prothrombin deficiency
2147	MONDO:0013144	hereditary antithrombin deficiency
2147	MONDO:0002305	thrombophilia
2147	MONDO:0100342	malignant glioma
2147	MONDO:0004743	hyperhomocysteinemia
2147	MONDO:0018660	hemophilia
2147	MONDO:0005299	brain ischemia
2147	MONDO:0020722	nephrolithiasis susceptibility caused by SLC26A1
2147	MONDO:0005399	venous thromboembolism
2147	MONDO:0005010	coronary artery disorder
2149	MONDO:0004992	cancer
2149	MONDO:0005044	hypertensive disorder
2149	MONDO:0005155	cirrhosis of liver
2149	MONDO:0005070	neoplasm
2149	MONDO:0021085	gastric neoplasm
2149	MONDO:0004989	breast carcinoma
2149	MONDO:0007648	hereditary diffuse gastric adenocarcinoma
2150	MONDO:0004979	asthma
2150	MONDO:0004992	cancer
2150	MONDO:0002269	gastroenteritis
2150	MONDO:0005105	melanoma
2150	MONDO:0005070	neoplasm
2150	MONDO:0005178	osteoarthritis
2150	MONDO:0008143	osteoarthritis susceptibility 1
2150	MONDO:0005010	coronary artery disorder
2150	MONDO:0024644	myocardial ischemia
2150	MONDO:0004989	breast carcinoma
2152	MONDO:0002277	arteriosclerosis disorder
2152	MONDO:0004992	cancer
2152	MONDO:0004995	cardiovascular disorder
2152	MONDO:0024331	colorectal carcinoma
2152	MONDO:0001243	disseminated intravascular coagulation
2152	MONDO:0018177	glioblastoma
2152	MONDO:0021042	glioma
2152	MONDO:0005044	hypertensive disorder
2152	MONDO:0012883	acute promyelocytic leukemia
2152	MONDO:0005155	cirrhosis of liver
2152	MONDO:0005105	melanoma
2152	MONDO:0005068	myocardial infarction
2152	MONDO:0005070	neoplasm
2152	MONDO:0005377	nephrotic syndrome
2152	MONDO:0018896	thrombotic thrombocytopenic purpura
2152	MONDO:8000010	antiphospholipid syndrome
2152	MONDO:0017278	autoimmune polyendocrinopathy
2152	MONDO:0005010	coronary artery disorder
2152	MONDO:0024644	myocardial ischemia
2152	MONDO:0005192	exocrine pancreatic carcinoma
2152	MONDO:0002305	thrombophilia
2152	MONDO:0004989	breast carcinoma
2152	MONDO:0021100	breast neoplasm
2152	MONDO:0024498	glioma susceptibility 1
2152	MONDO:0005399	venous thromboembolism
2153	MONDO:0007191	Behcet disease
2153	MONDO:0004992	cancer
2153	MONDO:0021063	malignant colon neoplasm
2153	MONDO:0002679	cerebral infarction
2153	MONDO:0005401	colonic neoplasm
2153	MONDO:0024331	colorectal carcinoma
2153	MONDO:0020586	factor V deficiency
2153	MONDO:0002461	membranoproliferative glomerulonephritis
2153	MONDO:0018904	primary membranoproliferative glomerulonephritis
2153	MONDO:0005080	portal hypertension
2153	MONDO:0005265	inflammatory bowel disease
2153	MONDO:0004565	intestinal obstruction
2153	MONDO:0005155	cirrhosis of liver
2153	MONDO:0020598	malabsorption syndrome
2153	MONDO:0005068	myocardial infarction
2153	MONDO:0021055	classic familial adenomatous polyposis
2153	MONDO:0005279	pulmonary embolism
2153	MONDO:0006951	retinal vein occlusion
2153	MONDO:8000010	antiphospholipid syndrome
2153	MONDO:0019542	acute liver failure
2153	MONDO:0002304	protein S deficiency
2153	MONDO:0013144	hereditary antithrombin deficiency
2153	MONDO:0002695	sagittal sinus thrombosis
2153	MONDO:0002305	thrombophilia
2153	MONDO:0004743	hyperhomocysteinemia
2153	MONDO:0010947	Budd-Chiari syndrome
2153	MONDO:0005299	brain ischemia
2153	MONDO:0011615	East Texas bleeding disorder
2153	MONDO:0008560	thrombophilia due to activated protein C resistance
2153	MONDO:0005399	venous thromboembolism
2153	MONDO:0005010	coronary artery disorder
2153	MONDO:0100240	inherited thrombophilia
2153	MONDO:0000527	colon adenoma
2155	MONDO:0004979	asthma
2155	MONDO:0005015	diabetes mellitus
2155	MONDO:0005148	type 2 diabetes mellitus
2155	MONDO:0001243	disseminated intravascular coagulation
2155	MONDO:0002244	factor VII deficiency
2155	MONDO:0004431	hemarthrosis
2155	MONDO:0002408	hereditary hyperbilirubinemia
2155	MONDO:0001336	familial hyperlipidemia
2155	MONDO:0013577	Lipedema
2155	MONDO:0021187	hyperlipidemia
2155	MONDO:0037748	hyperlipoproteinemia
2155	MONDO:0005044	hypertensive disorder
2155	MONDO:0005068	myocardial infarction
2157	MONDO:0007179	autoimmune disease
2157	MONDO:0010604	hemophilia B
2157	MONDO:0004431	hemarthrosis
2157	MONDO:0010602	hemophilia A
2157	MONDO:0005178	osteoarthritis
2157	MONDO:0008143	osteoarthritis susceptibility 1
2157	MONDO:0019565	hereditary von Willebrand disease
2157	MONDO:0015721	mild hemophilia A
2157	MONDO:0035735	acquired hemophilia A
2157	MONDO:0002305	thrombophilia
2157	MONDO:0004743	hyperhomocysteinemia
2157	MONDO:0018660	hemophilia
2157	MONDO:0005399	venous thromboembolism
2158	MONDO:0004985	bipolar disorder
2158	MONDO:0004992	cancer
2158	MONDO:0002108	thyroid cancer
2158	MONDO:0006509	papillary carcinoma
2158	MONDO:0010604	hemophilia B
2158	MONDO:0004431	hemarthrosis
2158	MONDO:0010602	hemophilia A
2158	MONDO:0005070	neoplasm
2158	MONDO:0005178	osteoarthritis
2158	MONDO:0008143	osteoarthritis susceptibility 1
2158	MONDO:0005083	psoriasis
2158	MONDO:0005440	embryonal carcinoma
2158	MONDO:0005075	thyroid gland papillary carcinoma
2158	MONDO:0006292	malignant mesothelioma
2158	MONDO:0002305	thrombophilia
2158	MONDO:0015075	thyroid gland carcinoma
2158	MONDO:0018660	hemophilia
2158	MONDO:0005438	metastatic malignant neoplasm in the lymph nodes
2158	MONDO:0007390	coumarin resistance
2158	MONDO:0005399	venous thromboembolism
2158	MONDO:0010432	thrombophilia, X-linked, due to factor 9 defect
2159	MONDO:0004981	atrial fibrillation
2159	MONDO:0004431	hemarthrosis
2159	MONDO:0010602	hemophilia A
2159	MONDO:0005068	myocardial infarction
2159	MONDO:0005099	subarachnoid hemorrhage
2159	MONDO:0004743	hyperhomocysteinemia
2159	MONDO:0005399	venous thromboembolism
2160	MONDO:0012897	congenital factor XI deficiency
2160	MONDO:0004431	hemarthrosis
2160	MONDO:0005044	hypertensive disorder
2160	MONDO:0005399	venous thromboembolism
2161	MONDO:0009315	congenital factor XII deficiency
2161	MONDO:0019623	hereditary angioedema
2161	MONDO:0005044	hypertensive disorder
2161	MONDO:0018874	acute myeloid leukemia
2161	MONDO:0005492	urticaria
2161	MONDO:0024288	hyperbilirubinemia
2161	MONDO:0004743	hyperhomocysteinemia
2162	MONDO:0004975	Alzheimer disease
2162	MONDO:0004431	hemarthrosis
2162	MONDO:0004643	myeloid leukemia
2162	MONDO:0005068	myocardial infarction
2162	MONDO:0005279	pulmonary embolism
2162	MONDO:0001126	gastric ulcer
2162	MONDO:0006525	allergic contact dermatitis
2162	MONDO:0008315	prostate cancer
2162	MONDO:0002305	thrombophilia
2162	MONDO:0013187	factor XIII, A subunit, deficiency of
2165	MONDO:0004431	hemarthrosis
2165	MONDO:0004643	myeloid leukemia
2166	MONDO:0007739	Huntington disease
2166	MONDO:0011122	obesity disorder
2166	MONDO:0005567	substance withdrawal syndrome
2166	MONDO:0001386	visual epilepsy
2166	MONDO:0005371	mood disorder
2166	MONDO:0016621	juvenile Huntington disease
2167	MONDO:0002277	arteriosclerosis disorder
2167	MONDO:0004993	carcinoma
2167	MONDO:0004995	cardiovascular disorder
2167	MONDO:0005480	contact dermatitis
2167	MONDO:0005015	diabetes mellitus
2167	MONDO:0005148	type 2 diabetes mellitus
2167	MONDO:0005240	kidney disorder
2167	MONDO:0005066	metabolic disease
2167	MONDO:0005070	neoplasm
2167	MONDO:0011122	obesity disorder
2167	MONDO:0006406	sarcomatoid carcinoma
2167	MONDO:0005617	undifferentiated carcinoma
2168	MONDO:0006637	acute kidney tubular necrosis
2168	MONDO:0019245	lysosomal lipid storage disorder
2169	MONDO:0005148	type 2 diabetes mellitus
2169	MONDO:0011122	obesity disorder
2170	MONDO:0005336	myopathy
2171	MONDO:0004992	cancer
2171	MONDO:0005070	neoplasm
2171	MONDO:0005010	coronary artery disorder
2171	MONDO:0024644	myocardial ischemia
2173	MONDO:0004985	bipolar disorder
2173	MONDO:0005070	neoplasm
2173	MONDO:0004989	breast carcinoma
2173	MONDO:0021100	breast neoplasm
2175	MONDO:0011284	astigmatism
2175	MONDO:0100459	azoospermia
2175	MONDO:0001187	urinary bladder cancer
2175	MONDO:0004987	urinary bladder neoplasm
2175	MONDO:0000728	ptosis
2175	MONDO:0005082	prostate adenocarcinoma
2175	MONDO:0005045	hypertrophic cardiomyopathy
2175	MONDO:0004971	adenoid cystic carcinoma
2175	MONDO:0004770	exophthalmos
2175	MONDO:0019391	Fanconi anemia
2175	MONDO:0006664	atrial septal defect
2175	MONDO:0018309	Hirschsprung disease
2175	MONDO:0002177	hyperinsulinism
2175	MONDO:0002146	hypogonadism
2175	MONDO:0005059	leukemia
2175	MONDO:0007896	acute monocytic leukemia
2175	MONDO:0018874	acute myeloid leukemia
2175	MONDO:0003785	leukopenia
2175	MONDO:0004843	pathologic nystagmus
2175	MONDO:0001529	pancytopenia
2175	MONDO:0003432	strabismus
2175	MONDO:0008542	tetralogy of fallot
2175	MONDO:0002049	thrombocytopenia
2175	MONDO:0008661	vitiligo
2175	MONDO:0002782	cranial nerve palsy
2175	MONDO:0005012	cutaneous melanoma
2175	MONDO:0007963	melanoma, cutaneous malignant, susceptibility to, 1
2175	MONDO:0009532	Miller-Dieker lissencephaly syndrome
2175	MONDO:0005627	head and neck cancer
2175	MONDO:0005345	hypospadias
2175	MONDO:0005365	hearing loss disorder
2175	MONDO:0001106	kidney failure
2175	MONDO:0007245	cafe au lait spots, multiple
2175	MONDO:0018881	myelodysplastic syndrome
2175	MONDO:0009215	Fanconi anemia complementation group A
2175	MONDO:0005154	liver disorder
2176	MONDO:0011284	astigmatism
2176	MONDO:0100459	azoospermia
2176	MONDO:0001187	urinary bladder cancer
2176	MONDO:0004987	urinary bladder neoplasm
2176	MONDO:0000728	ptosis
2176	MONDO:0005045	hypertrophic cardiomyopathy
2176	MONDO:0024331	colorectal carcinoma
2176	MONDO:0004770	exophthalmos
2176	MONDO:0019391	Fanconi anemia
2176	MONDO:0006664	atrial septal defect
2176	MONDO:0018309	Hirschsprung disease
2176	MONDO:0002177	hyperinsulinism
2176	MONDO:0002146	hypogonadism
2176	MONDO:0005059	leukemia
2176	MONDO:0007896	acute monocytic leukemia
2176	MONDO:0018874	acute myeloid leukemia
2176	MONDO:0003785	leukopenia
2176	MONDO:0015356	hereditary neoplastic syndrome
2176	MONDO:0004843	pathologic nystagmus
2176	MONDO:0001529	pancytopenia
2176	MONDO:0003432	strabismus
2176	MONDO:0008542	tetralogy of fallot
2176	MONDO:0002049	thrombocytopenia
2176	MONDO:0002782	cranial nerve palsy
2176	MONDO:0000384	bladder benign neoplasm
2176	MONDO:0004703	bladder carcinoma in situ
2176	MONDO:0009532	Miller-Dieker lissencephaly syndrome
2176	MONDO:0005627	head and neck cancer
2176	MONDO:0004986	urinary bladder carcinoma
2176	MONDO:0005345	hypospadias
2176	MONDO:0005365	hearing loss disorder
2176	MONDO:0001106	kidney failure
2176	MONDO:0007245	cafe au lait spots, multiple
2176	MONDO:0018881	myelodysplastic syndrome
2176	MONDO:0009213	Fanconi anemia complementation group C
2176	MONDO:0009215	Fanconi anemia complementation group A
2176	MONDO:0005154	liver disorder
2177	MONDO:0004975	Alzheimer disease
2177	MONDO:0011284	astigmatism
2177	MONDO:0100459	azoospermia
2177	MONDO:0000728	ptosis
